Frame,CenterX,CenterY,Radius,Metric,Remove
76,957,557.126553778988,9.53016255323002,0.275941983919219,1
76,840.996631251343,666.618016744147,9.69972061371315,0.224618804045206,1
76,903.65031529306,748.722824648799,9.3153004650093,0.213540262141787,1
76,768.743892947604,699,9.47958151362138,0.209540474683049,1
76,948.564159765038,647.366969948893,9.29299190126256,0.203511660101322,1
76,716.148702787052,820.577752998589,9.41528832917743,0.197918341524188,1
76,650.908026877757,1002.04124257706,9.86402204240067,0.192510393422296,1
76,962.44800250488,629.929671818003,9.44479018307926,0.19248966536839,1
76,908.170317665203,516.266950011649,6.78009964369675,0.19166389275842,0
76,670.307611367497,698.963093434022,7.83744262144636,0.190805088973257,0
76,900.662012723811,593.976577467313,9.55020354488781,0.19066448577669,1
76,1157.81393205287,652.145391200444,8.50126829609212,0.189788399150141,0
76,1198.84472354711,1202.48182741334,9.46527281406752,0.184299421181337,1
76,972.447216515962,573.770836428797,8.39403177341401,0.174616814225212,0
76,1211.16498431963,888.382456450373,7.8758366268701,0.172942048280813,0
76,683.443787259321,1065.09694448603,7.7379596858222,0.171956361494298,0
76,1137.70826888165,1020.87066095735,9.40257264705074,0.171636446945481,1
76,1019.2250086088,586.560182668215,9.91439691907234,0.170528336442453,1
76,708.103343423447,477.758468494426,8.24378920108984,0.169040975937604,0
76,747.753740155809,688.552139427844,9.05131516243405,0.167683482748966,0
76,662.466650347276,935.185311813479,9.48864439564317,0.166692360961299,1
76,700.796593062806,505.41804526361,7.5808398309693,0.165304359938775,0
76,1142.21256518522,570.794529873896,8.48206387761766,0.163272459976635,0
76,1026.38581079606,850.462904504231,9.17518137844115,0.162468055571956,0
76,875.243405597291,548.129357284471,6.94298275951032,0.15991558615461,0
76,1186.41436169851,571.53564918168,9.31721328767172,0.159183493658902,0
76,1222.99079069741,1141.42109201637,8.57440179121997,0.158325056153007,1
76,671.482105908473,832.281764496701,7.26872706572145,0.156987578895363,0
76,829.714543077291,637.597145982971,8.05613758773309,0.153203674162942,0
76,948.4777238299,467.621546257077,7.78824277835466,0.15292375299836,0
76,990.763471508443,981.428878293199,9.42467638386839,0.152199691481165,1
76,989.47612729847,682.16672526562,9.73484027959938,0.151911410977521,1
76,838.94866827245,763.182852151797,8.85515074829769,0.151829138685737,1
76,621.389540852511,560.271069890575,8.12927562763121,0.150629198915018,0
76,921.574120014151,558.984378845536,9.10486835269524,0.148612235058971,1
76,781.168835721594,554.731040616003,8.2558725479282,0.14785513291587,0
76,1086.69977285744,1050.34832191286,7.05655951727515,0.147594154970848,0
76,811.601691888235,656.512694111862,9.5068135227641,0.147219417985041,1
